Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
100814,Tennessee,Sparta,8504 Old Kentucky Rd,Tennessee Sparta 8504 Old Kentucky Rd,35.959093,-85.571235,1,0,Child
60814,Oklahoma,Hobart,200 block of Monroe,Oklahoma Hobart 200 block of Monroe,35.0218429,-99.090316,1,0,Child
300714,Idaho,Chubbuck,600 block of Canal Street,Idaho Chubbuck 600 block of Canal Street,42.9276058,-112.4786867,1,0,Child
290714,Kansas,Wichita,500 block of East Lincoln,Kansas Wichita 500 block of East Lincoln,37.6716299,-97.3329222,1,0,Child
20714,Alabama,Birmingham (Midfield),N/A,Alabama Birmingham (Midfield) N/A,33.4614965,-86.9088808,1,0,Child
20714,Arizona,Phoenix,363rd and Durango,Arizona Phoenix 363rd and Durango,33.430246,-112.113922,1,0,Child
10614,Missouri,Joplin,11319 Hwy FF (32nd St),Missouri Joplin 11319 Hwy FF (32nd St),37.0530503,-94.4368876,1,0,Child
270514,Arizona,Payson,303 S. Ash Street,Arizona Payson 303 S. Ash Street,34.2373292,-111.3246053,1,0,Child
250514,Florida,Homestead,Northwest Fourth Street and Eighth Avenue,Florida Homestead Northwest Fourth Street and Eighth Avenue,ZERO_RESULTS,ZERO_RESULTS,1,0,Child
240514,Vermont,Cabot,Vermont 215,Vermont Cabot Vermont 215,44.4015807,-72.3124913,1,0,Child
240514,Texas,Boerne,100 block of Becker Street,Texas Boerne 100 block of Becker Street,29.7968969,-98.7261733,1,0,Child
50514,Georgia,Johnson Corner,N/A,Georgia Johnson Corner N/A,32.065193,-82.3012351,1,0,Child
30514,Pennsylvania,Dingmans Ferry,123 Keystone Dr,Pennsylvania Dingmans Ferry 123 Keystone Dr,41.2049468,-74.9551752,1,0,Child
290414,Kansas,Wichita,1300 block of North Pennsylvania Avenue,Kansas Wichita 1300 block of North Pennsylvania Avenue,37.7039148,-97.3181317,1,0,Child
280414,North Carolina,Durham,Macon Street and Washington,North Carolina Durham Macon Street and Washington,36.0091331,-78.8997354,1,0,Child
260414,Indiana,Noble County,5000 W. County Road 1100,Indiana Noble County 5000 W. County Road 1100,41.4277391,-85.354965,1,0,Child
250414,North Carolina,Fayetteville,2101 Hyde Place,North Carolina Fayetteville 2101 Hyde Place,35.0270889,-78.914055,1,0,Child
210414,Iowa,Des Moines,2746 Fleur Dr.,Iowa Des Moines 2746 Fleur Dr.,41.5602115,-93.6462496,1,0,Child
170414,South Carolina,Easley,Hasting Road,South Carolina Easley Hasting Road,34.8358912,-82.6049163,1,0,Child
130414,North Carolina,Charlotte,700 Glasgow Road,North Carolina Charlotte 700 Glasgow Road,35.2742201,-80.945821,1,0,Child
120414,South Carolina,Gaston,Wild Bird Lane,South Carolina Gaston Wild Bird Lane,33.855814,-81.1310969,1,1,Child
50414,Pennsylvania,Philadelphia,3800 Wallace Street,Pennsylvania Philadelphia 3800 Wallace Street,39.9644172,-75.1979807,1,0,Child
40414,Georgia,Savannah,1400 Church Street,Georgia Savannah 1400 Church Street,32.0836911,-81.1182706,1,0,Child
40414,Georgia,Waycross,4900 Jana Lane,Georgia Waycross 4900 Jana Lane,31.2792773,-82.4337256,1,0,Child
30414,Oklahoma,Bokoshe,Buck Creek Road,Oklahoma Bokoshe Buck Creek Road,35.1671668,-94.6846513,1,0,Child
180314,Utah,Richfield,Main Street near 500 South,Utah Richfield Main Street near 500 South,38.7626759,-112.0853178,0,1,Child
110314,Indiana,Greensburg,1000 block of North Carver Street,Indiana Greensburg 1000 block of North Carver Street,39.346124,-85.4917879,1,0,Child
110314,Oklahoma,Broken Arrow,3500 block of East Aurora,Oklahoma Broken Arrow 3500 block of East Aurora,36.1012318,-95.7477558,1,0,Child
100314,Texas,Eureka,SE 3144,Texas Eureka SE 3144,32.0198943,-96.2622471,1,0,Child
50314,Alabama,Mobile,2600 block of Wealthy Street,Alabama Mobile 2600 block of Wealthy Street,30.7273897,-88.1046543,1,0,Child
10314,Florida,Pensacola,1500 block of Fairfield Dr,Florida Pensacola 1500 block of Fairfield Dr,30.4454525,-87.2345215,1,0,Child
170214,Arkansas,El Dorado,Shuler Road,Arkansas El Dorado Shuler Road,33.1726095,-92.871849,1,0,Child
130214,Florida,Lake Worth,1200 block of North O Street,Florida Lake Worth 1200 block of North O Street,26.6298069,-80.0509298,1,0,Child
70214,Massachusetts,Boston,617 Morton St.,Massachusetts Boston 617 Morton St.,42.2866171,-71.0938584,1,0,Child
290114,North Carolina,Snow Hill,15 Letchworth Drive,North Carolina Snow Hill 15 Letchworth Drive,35.4899247,-77.7796582,1,0,Child
110114,Arkansas,Bono,1187 Greene Rd 336,Arkansas Bono 1187 Greene Rd 336,36.0546222,-90.7911581,1,0,Child
10114,Mississippi,Bogue Chitto,1347 Brumfield Rd SW,Mississippi Bogue Chitto 1347 Brumfield Rd SW,31.3755874,-90.5596633,1,0,Child
221116,Indiana,Anderson,1600 block of West 7th Street,Indiana Anderson 1600 block of West 7th Street,40.1088511,-85.6912798,1,0,Teen
221116,Virginia,Christiansburg,700 block of Dabney Road,Virginia Christiansburg 700 block of Dabney Road,37.1495147,-80.3941457,1,0,Teen
121116,Colorado,La Salle,18000 block of County Road 43,Colorado La Salle 18000 block of County Road 43,40.2613495,-104.6570627,1,0,Teen
111116,Oklahoma,Fort Towson,N/A,Oklahoma Fort Towson N/A,34.0187169,-95.266344,1,0,Teen
81116,Virginia,Hampton,500 block of Pennsylvania Ave,Virginia Hampton 500 block of Pennsylvania Ave,37.0029579,-76.3873092,1,0,Teen
71116,Pennsylvania,New Kensington (Arnold),1417 Orchard Ave,Pennsylvania New Kensington (Arnold) 1417 Orchard Ave,40.5748698,-79.759529,1,0,Teen
61116,Georgia,Atlanta,1800 block of Charleston Avenue,Georgia Atlanta 1800 block of Charleston Avenue,33.7050691,-84.3755973,1,0,Teen
301016,Pennsylvania,Norristown,600 block of George Street,Pennsylvania Norristown 600 block of George Street,40.1209496,-75.3494023,1,0,Teen
221016,Louisiana,Larose,East Avenue C,Louisiana Larose East Avenue C,29.5763996,-90.3803492,1,0,Teen
161016,Washington,Yacolt,34900 block of NE Thompson Road,Washington Yacolt 34900 block of NE Thompson Road,45.8744807,-122.3928942,1,0,Teen
161016,North Dakota,Bismarck,106th St SE,North Dakota Bismarck 106th St SE,46.679127,-100.62876,1,0,Teen
111016,Georgia,Acworth,4800 block of Ryan Road,Georgia Acworth 4800 block of Ryan Road,34.1314021,-84.6938864,1,0,Teen
91016,South Carolina,Aynor,Garner Road,South Carolina Aynor Garner Road,33.9669673,-79.1145708,1,0,Teen
71016,Georgia,Richmond (county),Done Roven Road,Georgia Richmond (county) Done Roven Road,33.2699606,-81.9061576,1,0,Teen
31016,North Dakota,Sanborn,N/A,North Dakota Sanborn N/A,46.9422066,-98.2242589,1,0,Teen
290916,Texas,Fort Worth,3712 North Elm Street,Texas Fort Worth 3712 North Elm Street,32.8113503,-97.3435127,1,0,Teen
270916,Iowa,Cedar Rapids,800 block of 15th Street SE,Iowa Cedar Rapids 800 block of 15th Street SE,41.979393,-91.6502068,1,0,Teen
220916,Maryland,Bladensburg,4200 block of 58th Avenue,Maryland Bladensburg 4200 block of 58th Avenue,38.9429899,-76.9150643,1,0,Teen
170916,Alaska,Juneau,3000 block of Mountainwood Circle,Alaska Juneau 3000 block of Mountainwood Circle,58.3799688,-134.587129,1,0,Teen
140916,Texas,Bexar (county),N/A,Texas Bexar (county) N/A,29.4200763,-98.5721016,1,0,Teen
80916,California,Rosamond,2600 block of 25th Street West,California Rosamond 2600 block of 25th Street West,34.8651822,-118.1759618,1,0,Teen
50916,Texas,San Benito,200 block of Los Ranchitos,Texas San Benito 200 block of Los Ranchitos,26.0336092,-97.6381941,1,0,Teen
50916,Michigan,Kalamazoo,1500 block of Clinton Avenue,Michigan Kalamazoo 1500 block of Clinton Avenue,42.275455,-85.565361,2,0,Teen
280816,Kentucky,Louisville,3015 Penway Ave,Kentucky Louisville 3015 Penway Ave,38.2234897,-85.8072798,1,0,Teen
270816,Texas,San Benito,500 block of Doherty Street,Texas San Benito 500 block of Doherty Street,26.1418425,-97.6357426,1,0,Teen
150816,Florida,Naples,1900 Tamiami Trail N,Florida Naples 1900 Tamiami Trail N,26.1699476,-81.7970771,1,0,Teen
120816,Pennsylvania,Mountville,17 West Main Street,Pennsylvania Mountville 17 West Main Street,40.0392972,-76.4317912,1,0,Teen
60816,North Carolina,Shelby,105 Lindsey Lee Ln,North Carolina Shelby 105 Lindsey Lee Ln,35.267722,-81.650366,1,0,Teen
50816,Illinois,Chicago,2700 block of West Evergreen Avenue,Illinois Chicago 2700 block of West Evergreen Avenue,41.9056744,-87.6944752,1,0,Teen
20816,South Carolina,Coward,4312 Circle Drive,South Carolina Coward 4312 Circle Drive,33.963731,-79.7336561,1,1,Teen
20816,Ohio,Columbus,400 block of East Markison Avenue,Ohio Columbus 400 block of East Markison Avenue,39.9309135,-82.9846191,1,0,Teen
10816,Oklahoma,Ardmore,1200 block of L Street,Oklahoma Ardmore 1200 block of L Street,34.1791614,-97.1133718,1,0,Teen
310716,Alabama,Birmingham (Homewood),1301 Lakeshore Dr.,Alabama Birmingham (Homewood) 1301 Lakeshore Dr.,33.4629737,-86.7901062,1,0,Teen
300716,New York,Elmira,200 block of West Hudson Street,New York Elmira 200 block of West Hudson Street,42.0834867,-76.8053314,1,0,Teen
260716,Texas,San Antonio,3600 block of Callaghan Road,Texas San Antonio 3600 block of Callaghan Road,29.4563435,-98.602534,1,0,Teen
250716,Arizona,Tempe,1000 E Orange Street,Arizona Tempe 1000 E Orange Street,33.4190671,-111.9291141,1,0,Teen
220716,Indiana,Huntingburg,202 N. Main St.,Indiana Huntingburg 202 N. Main St.,,,1,0,Teen
190716,Texas,Alvin,3400 block of Oxford,Texas Alvin 3400 block of Oxford,,,1,0,Teen
150716,Florida,Tallahassee,2684 Tess Circle,Florida Tallahassee 2684 Tess Circle,,,1,0,Teen
150716,Texas,Houston,Sageland Drive,Texas Houston Sageland Drive,,,1,0,Teen
80716,Texas,Mineral Wells,2600 block of S.W 8th Avenue,Texas Mineral Wells 2600 block of S.W 8th Avenue,,,1,0,Teen
60716,Alabama,Toney,2500 block of Alabama 251,Alabama Toney 2500 block of Alabama 251,,,1,0,Teen
30716,Florida,Sarasota,4583 Bee Ridge Road,Florida Sarasota 4583 Bee Ridge Road,,,1,0,Teen
30716,Tennessee,Chattanooga (East Ridge),201 Eads Street,Tennessee Chattanooga (East Ridge) 201 Eads Street,,,1,0,Teen
290616,Pennsylvania,Philadelphia,5300 block of E Walnut Lane,Pennsylvania Philadelphia 5300 block of E Walnut Lane,,,1,0,Teen
280616,Texas,San Antonio,8600 block of Star Creek Drive,Texas San Antonio 8600 block of Star Creek Drive,,,1,0,Teen
270616,Arizona,Phoenix,1600 block of West Missouri Avenue,Arizona Phoenix 1600 block of West Missouri Avenue,,,1,0,Teen
220616,Indiana,Indianapolis,3300 block of Wallace Avenue,Indiana Indianapolis 3300 block of Wallace Avenue,,,1,0,Teen
220616,Georgia,Adel,800 block of Guy Street,Georgia Adel 800 block of Guy Street,,,1,0,Teen
170616,Pennsylvania,Pittsburgh,4290 Melwood Ave,Pennsylvania Pittsburgh 4290 Melwood Ave,,,1,0,Teen
130616,West Virginia,Fairmont,Cleveland Avenue,West Virginia Fairmont Cleveland Avenue,,,1,0,Teen
110616,Louisiana,Baton Rouge,3500 block of Wayne Avenue,Louisiana Baton Rouge 3500 block of Wayne Avenue,,,1,0,Teen
70616,Michigan,Detroit,5300 block of Radnor,Michigan Detroit 5300 block of Radnor,,,1,0,Teen
60616,Georgia,Hawkinsville,18 Franklin Street,Georgia Hawkinsville 18 Franklin Street,,,1,0,Teen
60616,Maryland,Annapolis,1300 block of Tyler Avenue,Maryland Annapolis 1300 block of Tyler Avenue,,,1,0,Teen
30616,Missouri,Saint Louis,9500 block of Page Ave,Missouri Saint Louis 9500 block of Page Ave,,,1,0,Teen
30616,Colorado,Aurora,1575 Galena Street,Colorado Aurora 1575 Galena Street,,,1,0,Teen
30616,Illinois,Chicago,3500 block of South Parnell Avenue,Illinois Chicago 3500 block of South Parnell Avenue,,,1,0,Teen
250516,Washington,Seattle,6000 block of High Point Drive SW,Washington Seattle 6000 block of High Point Drive SW,,,1,0,Teen
190516,New York,Bronx,810 Astor Avenue,New York Bronx 810 Astor Avenue,,,1,0,Teen
140516,Florida,Alford,Compass Lake Drive,Florida Alford Compass Lake Drive,,,1,0,Teen
100516,Louisiana,Shreveport,1100 block of Wilkinson Street,Louisiana Shreveport 1100 block of Wilkinson Street,,,1,0,Teen
190416,California,Sacramento,7800 block of Sunrise Greens Drive,California Sacramento 7800 block of Sunrise Greens Drive,,,1,0,Teen
140416,California,Victorville,13000 block of Bennington Drive,California Victorville 13000 block of Bennington Drive,,,1,0,Teen
100416,North Carolina,Granite Falls,Baton Church Road,North Carolina Granite Falls Baton Church Road,,,1,0,Teen
20416,South Carolina,Rock Hill,800 block of Horseman Drive,South Carolina Rock Hill 800 block of Horseman Drive,,,1,0,Teen
310316,North Carolina,La Grange,Mimosa Lane and Maple Grove Dr,North Carolina La Grange Mimosa Lane and Maple Grove Dr,,,1,0,Teen
280316,Georgia,Douglas,900 block of South Coffee Avenue,Georgia Douglas 900 block of South Coffee Avenue,,,1,0,Teen
270316,Mississippi,Brookhaven,Highway 550,Mississippi Brookhaven Highway 550,,,1,0,Teen
250316,Hawaii,Mountain View,Oshiro Road,Hawaii Mountain View Oshiro Road,,,1,0,Teen
200316,Pennsylvania,Mount Pleasant,151 South Church St,Pennsylvania Mount Pleasant 151 South Church St,,,1,0,Teen
190316,Florida,Apopka,1008 Sheeler Hills Drive,Florida Apopka 1008 Sheeler Hills Drive,,,1,0,Teen
180316,Iowa,Cedar Rapids,1424 Bever Ave. SE,Iowa Cedar Rapids 1424 Bever Ave. SE,,,1,0,Teen
170316,South Carolina,Bennettsville,Spencer Street,South Carolina Bennettsville Spencer Street,,,1,0,Teen
140316,Texas,Bridgeport,County Road 3825,Texas Bridgeport County Road 3825,,,1,0,Teen
140316,West Virginia,Beckley,Bethel Road,West Virginia Beckley Bethel Road,,,1,0,Teen
140316,Missouri,Kansas City,North Flora and Northeast 80th Street,Missouri Kansas City North Flora and Northeast 80th Street,,,1,0,Teen
120316,Iowa,Oskaloosa,1593 290th Street,Iowa Oskaloosa 1593 290th Street,,,1,0,Teen
70316,West Virginia,Morgantown,Church Hill Drive,West Virginia Morgantown Church Hill Drive,,,1,0,Teen
60316,Mississippi,Laurel,County Road 237,Mississippi Laurel County Road 237,,,1,0,Teen
50316,South Dakota,Yankton,East Side Drive,South Dakota Yankton East Side Drive,,,1,0,Teen
270216,Florida,Miami Gardens,2200 block of Northwest 172nd Terrace,Florida Miami Gardens 2200 block of Northwest 172nd Terrace,,,1,0,Teen
210216,Florida,Fountain,11601 Nonawood Road,Florida Fountain 11601 Nonawood Road,,,1,0,Teen
210216,Mississippi,Philadelphia,Highway 16 West Pearl River Resort - Choctaw,Mississippi Philadelphia Highway 16 West Pearl River Resort - Choctaw,,,1,0,Teen
200216,Ohio,Cleveland,N/A,Ohio Cleveland N/A,,,1,0,Teen
190216,Louisiana,Baton Rouge,2138 Tennessee Street,Louisiana Baton Rouge 2138 Tennessee Street,,,1,0,Teen
180216,Louisiana,Baton Rouge,3811 Bradley Street,Louisiana Baton Rouge 3811 Bradley Street,,,1,0,Teen
130216,Nevada,Las Vegas,Buffalo and Vegas Drive,Nevada Las Vegas Buffalo and Vegas Drive,,,1,0,Teen
110216,Georgia,Lawrenceville,1600 block of Balvaird Drive,Georgia Lawrenceville 1600 block of Balvaird Drive,,,1,0,Teen
110216,New York,Brooklyn,703 Miller Avenue,New York Brooklyn 703 Miller Avenue,,,1,0,Teen
80216,Florida,Orlando,4700 block of Spottswood Drive,Florida Orlando 4700 block of Spottswood Drive,,,1,0,Teen
300116,Georgia,Atlanta,Meadowglen Village Lane,Georgia Atlanta Meadowglen Village Lane,,,1,0,Teen
250116,Texas,Baytown,4100 block of Tumbleweed,Texas Baytown 4100 block of Tumbleweed,,,2,0,Teen
250116,Kentucky,White Plains,Farmers Crossing Road,Kentucky White Plains Farmers Crossing Road,,,1,0,Teen
220116,Florida,Delray Beach (West Delray Beach),8000 block of Sawpine Drive,Florida Delray Beach (West Delray Beach) 8000 block of Sawpine Drive,,,1,0,Teen
200116,Indiana,Charlestown,Sycamore Drive and Cottonwood Lane,Indiana Charlestown Sycamore Drive and Cottonwood Lane,,,1,0,Teen
170116,Missouri,Saint Louis (St Louis),5300 block of Patton Ave,Missouri Saint Louis (St Louis) 5300 block of Patton Ave,,,1,0,Teen
160116,Louisiana,Baton Rouge,1915 Birch Street,Louisiana Baton Rouge 1915 Birch Street,,,1,0,Teen
160116,Texas,Houston,5203 Dumfries Drive,Texas Houston 5203 Dumfries Drive,,,1,0,Teen
140116,Pennsylvania,Hummelstown,200 block of West Main Street,Pennsylvania Hummelstown 200 block of West Main Street,,,1,0,Teen
120116,Ohio,Cincinnati,1200 block of Blanchard Avenue,Ohio Cincinnati 1200 block of Blanchard Avenue,,,1,0,Teen
110116,Pennsylvania,Duncannon,11D Rebecca Drive,Pennsylvania Duncannon 11D Rebecca Drive,,,1,1,Teen
90116,Alabama,Auburn,400 block of Webster Road,Alabama Auburn 400 block of Webster Road,,,1,0,Teen
90116,Alabama,Mobile,2100 block of Agate Avenue,Alabama Mobile 2100 block of Agate Avenue,,,1,0,Teen
40116,Tennessee,Memphis,1400 block of Briercrest Lane,Tennessee Memphis 1400 block of Briercrest Lane,,,2,1,Teen
311215,Mississippi,Rolling Fork,68 Frontage Road,Mississippi Rolling Fork 68 Frontage Road,,,1,0,Teen
301215,Georgia,Lithonia,4500 block of Idlewood Park,Georgia Lithonia 4500 block of Idlewood Park,,,1,0,Teen
241215,Tennessee,Nashville,400 block of Wilclay Drive,Tennessee Nashville 400 block of Wilclay Drive,,,1,0,Teen
221215,Wisconsin,Beloit,212 8th Street,Wisconsin Beloit 212 8th Street,,,1,0,Teen
211215,Pennsylvania,Pittsburgh,200-block of Mathilda Street,Pennsylvania Pittsburgh 200-block of Mathilda Street,,,3,0,Teen
211215,Missouri,Poplar Bluff,500 section of County Road 42222,Missouri Poplar Bluff 500 section of County Road 42222,,,1,0,Teen
191215,Louisiana,Thibodaux,117 Violet St,Louisiana Thibodaux 117 Violet St,,,1,0,Teen
191215,Mississippi,Magee,N/A,Mississippi Magee N/A,,,1,0,Teen
181215,Louisiana,Patterson,Grandwood Drive,Louisiana Patterson Grandwood Drive,,,1,0,Teen
131215,Mississippi,Natchez,Mount Carmel Road,Mississippi Natchez Mount Carmel Road,,,1,0,Teen
131215,Missouri,Kansas City,Interstate 435 and Winner Road,Missouri Kansas City Interstate 435 and Winner Road,,,1,0,Teen
121215,Florida,Tampa,4611 E Whiteway Drive,Florida Tampa 4611 E Whiteway Drive,,,1,0,Teen
101215,Texas,Universal City,300 block of Madrid,Texas Universal City 300 block of Madrid,,,1,0,Teen
51215,Colorado,Englewood,South Santa Fe Drive,Colorado Englewood South Santa Fe Drive,,,1,0,Teen
41215,Louisiana,Baton Rouge,2323 Spain St,Louisiana Baton Rouge 2323 Spain St,,,1,0,Teen
31215,Texas,Webb (county),Farm to Market 2050 Rd,Texas Webb (county) Farm to Market 2050 Rd,,,1,0,Teen
291115,Minnesota,Itasca (county),E. Natures Trail,Minnesota Itasca (county) E. Natures Trail,,,1,0,Teen
281115,Arkansas,Jonesboro,710 N. Caraway Road,Arkansas Jonesboro 710 N. Caraway Road,,,1,0,Teen
271115,Florida,West Palm Beach,1601 W 37th St,Florida West Palm Beach 1601 W 37th St,,,1,0,Teen
241115,Ohio,Toledo,100 block of East Carleton,Ohio Toledo 100 block of East Carleton,,,0,2,Teen
191115,Virginia,Bohannon,The Long Ln and Myrtle Grove Ln,Virginia Bohannon The Long Ln and Myrtle Grove Ln,,,1,0,Teen
191115,Louisiana,Saint Gabriel (Iberville),Stassi Rd.,Louisiana Saint Gabriel (Iberville) Stassi Rd.,,,1,0,Teen
151115,Pennsylvania,York,200 block of North Richland Avenue,Pennsylvania York 200 block of North Richland Avenue,,,1,0,Teen
141115,Arkansas,Lockesburg,376 Arkansas 24,Arkansas Lockesburg 376 Arkansas 24,,,1,0,Teen
121115,New York,Bronx,363 East 171st Street,New York Bronx 363 East 171st Street,,,1,0,Teen
71115,California,Los Angeles,3500 block of Cesar Chavez Avenue,California Los Angeles 3500 block of Cesar Chavez Avenue,,,1,0,Teen
